"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"St. Edward's",1334,"2025-26","6","Jasmine Farmer","G","5'7""","Sr.","Hercules","Calif","Saint Mary's College High School",,"https://gohilltoppers.com/sports/womens-basketball/roster/jasmine-farmer/4415","TX","Lone Star","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Saint Mary's College High School","HERCULES, CALIF","CA","USA",
"St. Edward's",1334,"2025-26","8","Suni Davis","G","5'7""","Jr.","Fort Worth","Texas","Saginaw High School",,"https://gohilltoppers.com/sports/womens-basketball/roster/suni-davis/4494","TX","Lone Star","II",5,7,67,"GUARD",,"GUARD","Junior",0,"Saginaw High School","FORT WORTH, TEXAS","TX","USA",
"St. Joseph's (L.I.)",1340,"2025-26","1","Isabelle Lebron","G","5'7""","Jr.","Selden","New York","Holy Cross",,"https://sjliathletics.com/sports/womens-basketball/roster/isabelle-lebron/5780","NY","Skyline","III",5,7,67,"GUARD",,"GUARD","Junior",0,"Holy Cross","SELDEN, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","13","Alexa Carmody","G","5'4""","Fr.","Centereach","New York","Centereach",,"https://sjliathletics.com/sports/womens-basketball/roster/alexa-carmody/5785","NY","Skyline","III",5,4,64,"GUARD",,"GUARD","Freshman",0,"Centereach","CENTEREACH, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","14","Megan Erdman","G","5'9""","Fr.","Bohemia","New York","Connetquout",,"https://sjliathletics.com/sports/womens-basketball/roster/megan-erdman/5787","NY","Skyline","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Connetquout","BOHEMIA, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","15","Addison Dellaporta","G","5'9""","Fr.","Stony Brook","New York","Ward Melville",,"https://sjliathletics.com/sports/womens-basketball/roster/addison-dellaporta/5786","NY","Skyline","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Ward Melville","STONY BROOK, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","2","Alexandra Madrigal","G","5'9""","Jr.","Centereach","New York","Centereach",,"https://sjliathletics.com/sports/womens-basketball/roster/alexandra-madrigal/5782","NY","Skyline","III",5,9,69,"GUARD",,"GUARD","Junior",0,"Centereach","CENTEREACH, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","20","Chantelle Larbi","F","5'10""","Fr.","Brentwood","New York","Brentwood",,"https://sjliathletics.com/sports/womens-basketball/roster/chantelle-larbi/5789","NY","Skyline","III",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Brentwood","BRENTWOOD, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","21","Paige Locke","F","5'11""","Jr.","Hicksville","New York","Hicksville",,"https://sjliathletics.com/sports/womens-basketball/roster/paige-locke/5781","NY","Skyline","III",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Hicksville","HICKSVILLE, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","23","Gabrielle Andreacchi","G","5'8""","Sr.","East Northport","New York","John Glenn",,"https://sjliathletics.com/sports/womens-basketball/roster/gabrielle-andreacchi/5775","NY","Skyline","III",5,8,68,"GUARD",,"GUARD","Senior",0,"John Glenn","EAST NORTHPORT, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","24","Rebecca Vitale","G","5'5""","Jr.","West Babylon","New York","West Babylon",,"https://sjliathletics.com/sports/womens-basketball/roster/rebecca-vitale/5783","NY","Skyline","III",5,5,65,"GUARD",,"GUARD","Junior",0,"West Babylon","WEST BABYLON, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","25","Madelyn Barone","F","5'10""","So.","Farmingville","New York","Sachem East",,"https://sjliathletics.com/sports/womens-basketball/roster/madelyn-barone/5776","NY","Skyline","III",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"Sachem East","FARMINGVILLE, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","3","Kallie Eichner","G","5'6""","So.","Huntington Station","New York","Walt Whitman",,"https://sjliathletics.com/sports/womens-basketball/roster/kallie-eichner/5778","NY","Skyline","III",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Walt Whitman","HUNTINGTON STATION, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","30","Norah Williams","G","5'10""","Jr.","Coram","New York","Our Savior",,"https://sjliathletics.com/sports/womens-basketball/roster/norah-williams/5784","NY","Skyline","III",5,10,70,"GUARD",,"GUARD","Junior",0,"Our Savior","CORAM, NY","NY","USA",
"St. Joseph's (L.I.)",1340,"2025-26","32","Sarah Hansen","F","5'11""","So.","Holbrook","New York","Sachem East",,"https://sjliathletics.com/sports/womens-basketball/roster/sarah-hansen/5779","NY","Skyline","III",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Sachem East","HOLBROOK, NY","NY","USA",
"Saint Martin's",1343,"2025-26","0","Mallory Patzer","F","5'10""","Sr","Aurora","Ore","North Marion","Central Washington","https://smusaints.com/sports/womens-basketball/roster/mallory-patzer/6047","WA","Great Northwest","II",5,10,70,"FORWARD",,"FORWARD","Senior",0,"North Marion","AURORA, ORE","OR","USA","Central Washington"
"Saint Martin's",1343,"2025-26","1","Laiken Hill","G","5'7""","So","Yakima","Wash","West Valley",,"https://smusaints.com/sports/womens-basketball/roster/laiken-hill/6040","WA","Great Northwest","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"West Valley","YAKIMA, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","11","Jaylah Brown","G","5'8""","So","Auburn","Wash","Auburn","Green River College","https://smusaints.com/sports/womens-basketball/roster/jaylah-brown/6048","WA","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Auburn","AUBURN, WASH","WA","USA","Green River College"
"Saint Martin's",1343,"2025-26","13","Harper Wagner","F","5'11""","Fr","Eugene","Ore","Willamette",,"https://smusaints.com/sports/womens-basketball/roster/harper-wagner/6049","WA","Great Northwest","II",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Willamette","EUGENE, ORE","OR","USA",
"Saint Martin's",1343,"2025-26","14","Samara Oliver","F","5'11""","Fr","Olympia","Wash","Lakes",,"https://smusaints.com/sports/womens-basketball/roster/samara-oliver/6050","WA","Great Northwest","II",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Lakes","OLYMPIA, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","2","Lilly Koki","G","5'8""","Sr","Papakolea","Hawaii","Maryknoll",,"https://smusaints.com/sports/womens-basketball/roster/lilly-koki/6041","WA","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Maryknoll","PAPAKOLEA, HAWAII","HI","USA",
"Saint Martin's",1343,"2025-26","20","Kiana Rios","G","5'9""","Sr","Warden","Wash","Warden",,"https://smusaints.com/sports/womens-basketball/roster/kiana-rios/6045","WA","Great Northwest","II",5,9,69,"GUARD",,"GUARD","Senior",0,"Warden","WARDEN, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","21","Jlynn Rios","G","5'6""","Jr","Warden","Wash","Warden",,"https://smusaints.com/sports/womens-basketball/roster/jlynn-rios/6044","WA","Great Northwest","II",5,6,66,"GUARD",,"GUARD","Junior",0,"Warden","WARDEN, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","22","Sabrina Lopez","F","5'10""","Sr","Rancho Cucamonga","Calif","Etiwanda","Orange Coast College","https://smusaints.com/sports/womens-basketball/roster/sabrina-lopez/6042","WA","Great Northwest","II",5,10,70,"FORWARD",,"FORWARD","Senior",0,"Etiwanda","RANCHO CUCAMONGA, CALIF","CA","USA","Orange Coast College"
"Saint Martin's",1343,"2025-26","23","Jada Travis","G","5'5""","So","Tacoma","Wash","Bellarmine Prep",,"https://smusaints.com/sports/womens-basketball/roster/jada-travis/6046","WA","Great Northwest","II",5,5,65,"GUARD",,"GUARD","Sophomore",0,"Bellarmine Prep","TACOMA, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","24","Kasey Booster","G","5'8""","So","Bend","Ore","Mountain View",,"https://smusaints.com/sports/womens-basketball/roster/kasey-booster/6038","WA","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Mountain View","BEND, ORE","OR","USA",
"Saint Martin's",1343,"2025-26","3","Madelyn Brown","G","5'8""","Sr","Auburn","Wash","Auburn",,"https://smusaints.com/sports/womens-basketball/roster/madelyn-brown/6039","WA","Great Northwest","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Auburn","AUBURN, WASH","WA","USA",
"Saint Martin's",1343,"2025-26","32","Avery Oaster","F","6'1""","Sr","Golden","Colo","Green Mountain",,"https://smusaints.com/sports/womens-basketball/roster/avery-oaster/6043","WA","Great Northwest","II",6,1,73,"FORWARD",,"FORWARD","Senior",0,"Green Mountain","GOLDEN, COLO","CO","USA",
"Saint Martin's",1343,"2025-26","33","Karyss Lacanlale","G","5'4""","Fr","Lafayette","Calif","Acalanes",,"https://smusaints.com/sports/womens-basketball/roster/karyss-lacanlale/6052","WA","Great Northwest","II",5,4,64,"GUARD",,"GUARD","Freshman",0,"Acalanes","LAFAYETTE, CALIF","CA","USA",
"Saint Martin's",1343,"2025-26",,"Daeja Hollands","G","5'6""","R-Jr","Salinas","Calif","North Salinas","Hartnell College","https://smusaints.com/sports/womens-basketball/roster/daeja-hollands/6051","WA","Great Northwest","II",5,6,66,"GUARD",,"GUARD","Junior",1,"North Salinas","SALINAS, CALIF","CA","USA","Hartnell College"
"St. Mary's (TX)",1346,"2025-26","10","Andrea Montesinos","G","5'8""","Jr.","Valencia","Spain","Marti Sorolla","Texas A&M Corpus Christi","https://rattlerathletics.com/sports/womens-basketball/roster/andrea-montesinos/4284","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Junior",0,"Marti Sorolla","VALENCIA, SPAIN",,"SPAIN","Texas A&M Corpus Christi"
"St. Mary's (TX)",1346,"2025-26","11","Emily Buitron","G","5'6""","Fr.","Laredo","Texas","JB Alexander HS",,"https://rattlerathletics.com/sports/womens-basketball/roster/emily-buitron/4289","TX","Lone Star","II",5,6,66,"GUARD",,"GUARD","Freshman",0,"JB Alexander HS","LAREDO, TEXAS","TX","USA",
"St. Mary's (TX)",1346,"2025-26","13","Raynne Malik","F","6'2""","So.","London","Ontario, Canada","AB Lucas S.S.",,"https://rattlerathletics.com/sports/womens-basketball/roster/raynne-malik/4283","TX","Lone Star","II",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"AB Lucas S.S.","LONDON, ONTARIO, CANADA",,"CANADA",
"St. Mary's (TX)",1346,"2025-26","14","Aina Maynou","G","5'7""","Sr.","Cabrera de Mar","Spain","Garbí Pere Verges de Badalona","Texas A&M-Kingsville","https://rattlerathletics.com/sports/womens-basketball/roster/aina-maynou/4290","TX","Lone Star","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Garbí Pere Verges de Badalona","CABRERA DE MAR, SPAIN",,"SPAIN","Texas A&M-Kingsville"
"St. Mary's (TX)",1346,"2025-26","15","Allie Garcia","G","5'7""","Jr.","Adelaide","South Australia","Emmaus Christian College","Williston State","https://rattlerathletics.com/sports/womens-basketball/roster/allie-garcia/4291","TX","Lone Star","II",5,7,67,"GUARD",,"GUARD","Junior",0,"Emmaus Christian College","ADELAIDE, SOUTH AUSTRALIA",,"AUSTRALIA","Williston State"
"St. Mary's (TX)",1346,"2025-26","2","Tiara Louis","G","5'7""","So.","San Antonio","Texas","Brennan HS",,"https://rattlerathletics.com/sports/womens-basketball/roster/tiara-louis/4282","TX","Lone Star","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Brennan HS","SAN ANTONIO, TX","TX","USA",
"St. Mary's (TX)",1346,"2025-26","20","Quezia Bertoni","G","5'9""","Sr.","São Paulo","Brazil","Colegio Amorim","Barton County CC","https://rattlerathletics.com/sports/womens-basketball/roster/quezia-bertoni/4278","TX","Lone Star","II",5,9,69,"GUARD",,"GUARD","Senior",0,"Colegio Amorim","SÃO PAULO, BRAZIL",,"BRAZIL","Barton County CC"
"St. Mary's (TX)",1346,"2025-26","22","Brooke Kleinig","G","5'8""","Sr.","Adelaide","Australia","Westminster Senior","Lake Region State","https://rattlerathletics.com/sports/womens-basketball/roster/brooke-kleinig/4281","TX","Lone Star","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Westminster Senior","ADELAIDE, AUSTRALIA",,"AUSTRALIA","Lake Region State"
"St. Mary's (TX)",1346,"2025-26","23","Lena Newby","F","6'1""","So.","Cibolo","Texas","Steele HS",,"https://rattlerathletics.com/sports/womens-basketball/roster/lena-newby/4285","TX","Lone Star","II",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Steele HS","CIBOLO, TEXAS","TX","USA",
"St. Mary's (TX)",1346,"2025-26","24","Christin Callens","G/F","5'11""","So.","Houston","Texas","Klein Collins HS",,"https://rattlerathletics.com/sports/womens-basketball/roster/christin-callens/4279","TX","Lone Star","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Klein Collins HS","HOUSTON, TEXAS","TX","USA",
"St. Mary's (TX)",1346,"2025-26","25","Cornelia Petersson","G/F","5'11""","So.","Malmö","Sweden","Polhemskolan","Franklin Pierce","https://rattlerathletics.com/sports/womens-basketball/roster/cornelia-petersson/4292","TX","Lone Star","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Polhemskolan","MALMÖ, SWEDEN",,"SWEDEN","Franklin Pierce"
"St. Mary's (TX)",1346,"2025-26","3","Imani Ivery","G","5'9""","Sr.","Houston","Texas","Foster HS","Louisiana","https://rattlerathletics.com/sports/womens-basketball/roster/imani-ivery/4280","TX","Lone Star","II",5,9,69,"GUARD",,"GUARD","Senior",0,"Foster HS","HOUSTON, TEXAS","TX","USA","Louisiana"
"St. Mary's (TX)",1346,"2025-26","4","Brianna Vargas","G","5'4""","Jr.","El Paso","Texas","Burges HS","Midland","https://rattlerathletics.com/sports/womens-basketball/roster/brianna-vargas/4287","TX","Lone Star","II",5,4,64,"GUARD",,"GUARD","Junior",0,"Burges HS","EL PASO, TEXAS","TX","USA","Midland"
"St. Mary's (TX)",1346,"2025-26","5","Peyton Stellato","G","5'10""","So.","Fort Worth","Texas","All Saints Episcopal HS","Angelo State","https://rattlerathletics.com/sports/womens-basketball/roster/peyton-stellato/4288","TX","Lone Star","II",5,10,70,"GUARD",,"GUARD","Sophomore",0,"All Saints Episcopal HS","FORT WORTH, TEXAS","TX","USA","Angelo State"
"St. Mary's (TX)",1346,"2025-26","55","Sian Phipps","F","6'3""","Sr.","Houston","Texas","Cypress Springs HS","Tyler JC","https://rattlerathletics.com/sports/womens-basketball/roster/sian-phipps/4286","TX","Lone Star","II",6,3,75,"FORWARD",,"FORWARD","Senior",0,"Cypress Springs HS","HOUSTON, TEXAS","TX","USA","Tyler JC"
"St. Thomas Aquinas",1348,"2025-26","1","Abby Jacoby","G","5-5","Rsr","Littlestown","Pennsylvania","Delone Catholic",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Jacoby_Abigail","NY","ECC","II",5,5,65,"GUARD",,"GUARD","Senior",1,"Delone Catholic","LITTLESTOWN, PA","PA","USA",
"St. Thomas Aquinas",1348,"2025-26","10","Iyana Morel","G/F","5-11","Sophomore","North Babylon","New York","St. Anthony's",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Morel_Iyana","NY","ECC","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"St. Anthony's","NORTH BABYLON, NY","NY","USA",
"St. Thomas Aquinas",1348,"2025-26","11","Trinity Cheatom","G","5-7","Senior","Des Moines","Iowa","Roosevelt",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Cheatom_Trinity","NY","ECC","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Roosevelt","DES MOINES, IA","IA","USA",
"St. Thomas Aquinas",1348,"2025-26","12","Tara Vulovic","G/F","6-2","Freshman","Belgrade","Serbia","St. Margaret's School",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Vulovic_Tara","NY","ECC","II",6,2,74,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"St. Margaret's School","BELGRADE, SERBIA",,"SERBIA",
"St. Thomas Aquinas",1348,"2025-26","2","Bailey Chapman","G","5-9","Rso","Sparta","New Jersey","Sparta",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Chapman_Bailey","NY","ECC","II",5,9,69,"GUARD",,"GUARD","Sophomore",1,"Sparta","SPARTA, NJ","NJ","USA",
"St. Thomas Aquinas",1348,"2025-26","20","Delaney Finnegan","F","5-11","Junior","Southampton","Pennsylvania","Archbishop Wood",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Finnegan_Delaney","NY","ECC","II",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Archbishop Wood","SOUTHAMPTON, PA","PA","USA",
"St. Thomas Aquinas",1348,"2025-26","21","Cassidy Mahaney","G","5-8","Junior","Frederick","Maryland","Urbana",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Mahaney_Cassidy","NY","ECC","II",5,8,68,"GUARD",,"GUARD","Junior",0,"Urbana","FREDERICK, MD","MD","USA",
"St. Thomas Aquinas",1348,"2025-26","22","Katie Purpura","G","5-6","Sophomore","Richboro","Pennsylvania","Council Rock South",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Purpura_Katherine","NY","ECC","II",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Council Rock South","RICHBORO, PA","PA","USA",
"St. Thomas Aquinas",1348,"2025-26","24","Jona Kabashi","G/F","6-1","Freshman","Cortlandt Manor","New York","Putnam Valley",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Kabashi_Jona","NY","ECC","II",6,1,73,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Putnam Valley","CORTLANDT MANOR, NY","NY","USA",
"St. Thomas Aquinas",1348,"2025-26","3","Angela Williams","G/F","6-0","Freshman","Brentwood","New York","Brentwood",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Williams_Angela","NY","ECC","II",6,0,72,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Brentwood","BRENTWOOD, NY","NY","USA",
"St. Thomas Aquinas",1348,"2025-26","30","Toni Schuetze","G/F","5-9","Freshman","Rossdorf","Germany","Brecht",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Schuetze_Antonia","NY","ECC","II",5,9,69,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Brecht","ROSSDORF, GERMANY",,"GERMANY",
"St. Thomas Aquinas",1348,"2025-26","33","Isabella Leggett","G","5-6","Freshman","Southington","Connecticut","Southington",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Leggett_Isabella","NY","ECC","II",5,6,66,"GUARD",,"GUARD","Freshman",0,"Southington","SOUTHINGTON, CT","CT","USA",
"St. Thomas Aquinas",1348,"2025-26","4","Alaila Thomas","G","5-10","Sophomore","Fort Washington","Maryland","Mt. Zion Prep Academy",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Thomas_Alaila","NY","ECC","II",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Mt. Zion Prep Academy","FORT WASHINGTON, MD","MD","USA",
"St. Thomas Aquinas",1348,"2025-26","44","Vega Gil","G/F","6-2","Rjr","Pamplona","Spain","Colegio Nuestra Senora del Huerto",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Gil_Vega","NY","ECC","II",6,2,74,"GUARD","FORWARD","GUARD/FORWARD","Junior",1,"Colegio Nuestra Senora del Huerto","PAMPLONA, SPAIN",,"SPAIN",
"St. Thomas Aquinas",1348,"2025-26","8","Rose Cok","G","5-8","Sophomore","Amsterdam","Netherlands","Winston Salem Christian",,"https://www.stacathletics.com/sports/wbkb/2025-26/bios/Cok_Rose","NY","ECC","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Winston Salem Christian","AMSTERDAM, NETHERLANDS",,"NETHERLANDS",
"Schreiner",1355,"2025-26","0","Tamia Moody","Guard","5'8","Senior","Houston","Texas","Clear Brook High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/moody_tamia_a99n","TX","SCAC","III",5,8,68,"GUARD",,"GUARD","Senior",0,"Clear Brook High School","HOUSTON, TX","TX","USA",
"Schreiner",1355,"2025-26","1","Nevaeh Gray","Guard","5'6","Sophomore","Corpus Christi","Texas","Veterans Memorial High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/gray_nevaeh_1dn8","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Veterans Memorial High School","CORPUS CHRISTI, TX","TX","USA",
"Schreiner",1355,"2025-26","11","Kiarabel Garza","Guard","5'6","Rs-Fr","Rio Grande City","Texas","Grulla High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/garza_kiarabel_t0te","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Freshman",1,"Grulla High School","RIO GRANDE CITY, TX","TX","USA",
"Schreiner",1355,"2025-26","12","Madison Parham","Forward","6'0","Senior","New Braunfels","Texas","Canyon High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/parham_madison_6boj","TX","SCAC","III",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Canyon High School","NEW BRAUNFELS, TX","TX","USA",
"Schreiner",1355,"2025-26","13","Brie Sosa","Guard","5'6","Senior","New Braunfels","Texas","New Braunfels High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/sosa_brie_p7h7","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Senior",0,"New Braunfels High School","NEW BRAUNFELS, TX","TX","USA",
"Schreiner",1355,"2025-26","14","Maegan Zapata","Guard","5'1","Sophomore","Prairie Lea","Texas","Prairie Lea High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/zapata_maegan_tdxc","TX","SCAC","III",5,1,61,"GUARD",,"GUARD","Sophomore",0,"Prairie Lea High School","PRAIRIE LEA, TX","TX","USA",
"Schreiner",1355,"2025-26","15","Ava Knipstein","Guard","5'7","Junior","Round Rock","Texas","Stony Point High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/knipstein_ava_4q4c","TX","SCAC","III",5,7,67,"GUARD",,"GUARD","Junior",0,"Stony Point High School","ROUND ROCK, TX","TX","USA",
"Schreiner",1355,"2025-26","2","JayDee Zamora","Guard","5'6","Senior","Alice","Texas","Bishop High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/zamora_jaydee_ewct","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Senior",0,"Bishop High School","ALICE, TX","TX","USA",
"Schreiner",1355,"2025-26","20","Alyxa Martinez","Guard","5'1","Sophomore","San Antonio","Texas","Incarnate Word High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/martinez_alyxa_6928","TX","SCAC","III",5,1,61,"GUARD",,"GUARD","Sophomore",0,"Incarnate Word High School","SAN ANTONIO, TX","TX","USA",
"Schreiner",1355,"2025-26","21","Addison Kemp","Forward","5'10""","Sophomore","Decatur","Texas","Decatur High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/kemp_addison_cja2","TX","SCAC","III",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"Decatur High School","DECATUR, TX","TX","USA",
"Schreiner",1355,"2025-26","22","Bell Martinez","Guard","5'4","Senior","San Antonio","Texas","Incarnate Word High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/martinez_bell_q1pd","TX","SCAC","III",5,4,64,"GUARD",,"GUARD","Senior",0,"Incarnate Word High School","SAN ANTONIO, TX","TX","USA",
"Schreiner",1355,"2025-26","23","Sierra Schaefer","Forward","5'8","Freshman","Burnet","Texas","Burnet High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/schaefer_sierra_4ytr","TX","SCAC","III",5,8,68,"FORWARD",,"FORWARD","Freshman",0,"Burnet High School","BURNET, TX","TX","USA",
"Schreiner",1355,"2025-26","24","Lynnashia Brooks","Center","6'2","Sophomore","Ennis","Texas","Ennis High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/brooks_lynnashia_b8b2","TX","SCAC","III",6,2,74,"CENTER",,"CENTER","Sophomore",0,"Ennis High School","ENNIS, TX","TX","USA",
"Schreiner",1355,"2025-26","25","Eianna Jackson","Guard","5'8","Freshman","Denver","Colorado","Vista Peak Prep",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/jackson_eianna_kgxi","TX","SCAC","III",5,8,68,"GUARD",,"GUARD","Freshman",0,"Vista Peak Prep","DENVER, CO","CO","USA",
"Schreiner",1355,"2025-26","30","Jordin Johns","Guard","5'6","Freshman","Floresville","Texas","Floresville High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/johns_jordin_bu2n","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Floresville High School","FLORESVILLE, TX","TX","USA",
"Schreiner",1355,"2025-26","31","Alyssa Cantu","Guard","5'4","Freshman","McAllen","Texas","Rowe High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/cantu_alyssa_3jmv","TX","SCAC","III",5,4,64,"GUARD",,"GUARD","Freshman",0,"Rowe High School","MCALLEN, TX","TX","USA",
"Schreiner",1355,"2025-26","32","Aylene Ortega","Center","5'11","Junior","Brownsville","Texas","Los Fresnos High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/ortega_aylene_9yzw","TX","SCAC","III",5,11,71,"CENTER",,"CENTER","Junior",0,"Los Fresnos High School","BROWNSVILLE, TX","TX","USA",
"Schreiner",1355,"2025-26","4","Markasia Wingwood","Forward","5'9","Junior","Austin","Texas","Stony Point High School",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/wingwood_markasia_ilxn","TX","SCAC","III",5,9,69,"FORWARD",,"FORWARD","Junior",0,"Stony Point High School","AUSTIN, TX","TX","USA",
"Schreiner",1355,"2025-26","41","Riley McClaugherty","Guard","5'8","Freshman","Edinburg","Texas","Harvest Christian Academy",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/mcclaugherty_riley_g8xz","TX","SCAC","III",5,8,68,"GUARD",,"GUARD","Freshman",0,"Harvest Christian Academy","EDINBURG, TX","TX","USA",
"Schreiner",1355,"2025-26","5","Madelyn Kincaide","Guard","5'6","Sophomore","Alvin","Texas","Seward County Community College",,"https://schreinermountaineers.com/sports/wbkb/2025-26/bios/kincaide_madelyn_rtjb","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Seward County Community College","ALVIN, TX","TX","USA",
"Seattle",1356,"2025-26","14","Tamia Stricklin","Forward",,"Redshirt Senior","Renton","Washington","Seattle Prep","Fresno State","https://goseattleu.com/sports/womens-basketball/roster/player/tamia-stricklin","WA","WAC","I",,,,"FORWARD",,"FORWARD","Senior",1,"Seattle Prep","RENTON, WA","WA","USA","Fresno State"
"Seattle",1356,"2025-26","21","Aaliyah Ibarra","Guard",,"Senior","Las Vegas","Nev","Centennial HS","Utah Tech","https://goseattleu.com/sports/womens-basketball/roster/player/aaliyah-ibarra","WA","WAC","I",,,,"GUARD",,"GUARD","Senior",0,"Centennial HS","LAS VEGAS, NEV","NV","USA","Utah Tech"
"Seattle",1356,"2025-26","22","Lucy Larson","Guard",,"Sophomore","Seattle","Washington","West Seattle HS",,"https://goseattleu.com/sports/womens-basketball/roster/player/lucy-larson","WA","WAC","I",,,,"GUARD",,"GUARD","Sophomore",0,"West Seattle HS","SEATTLE, WA","WA","USA",
