"team","ncaa_id","season","jersey","name","position","height_clean","year","hometown","homestate","high_school","previous_school","url","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
"Seattle",1356,"2025-26","24","Sydnie Rodriguez","Guard",,"Sophomore","Boise","Idaho","Owhyee HS",,"https://goseattleu.com/sports/womens-basketball/roster/player/sydnie-rodriguez","WA","WAC","I",,,,"GUARD",,"GUARD","Sophomore",0,"Owhyee HS","BOISE, ID","ID","USA",
"Seattle",1356,"2025-26","3","Ella Brubaker","Guard",,"Graduate Student","University Place","Wash","Curtis HS","The Master's / Pepperdine","https://goseattleu.com/sports/womens-basketball/roster/player/ella-brubaker","WA","WAC","I",,,,"GUARD",,"GUARD","Graduate Student",0,"Curtis HS","UNIVERSITY PLACE, WASH","WA","USA","The Master's / Pepperdine"
"Seattle",1356,"2025-26","4","Fia Proctor","Forward",,"Sophomore","Bothell","Wash","Bothell HS","Wyoming","https://goseattleu.com/sports/womens-basketball/roster/player/fia-proctor","WA","WAC","I",,,,"FORWARD",,"FORWARD","Sophomore",0,"Bothell HS","BOTHELL, WASH","WA","USA","Wyoming"
"Seattle",1356,"2025-26","5","Dylan Mogel","Guard",,"Freshman","Clackamas","Ore","Clackamas HS",,"https://goseattleu.com/sports/womens-basketball/roster/player/dylan-mogel","WA","WAC","I",,,,"GUARD",,"GUARD","Freshman",0,"Clackamas HS","CLACKAMAS, ORE","OR","USA",
"Seattle",1356,"2025-26","6","Andjela Bigovic","Forward",,"Graduate Student","Herceg Novi","Montenegro","Gimnazija Cetinje","Cochise College / Tarleton State","https://goseattleu.com/sports/womens-basketball/roster/player/andjela-bigovic","WA","WAC","I",,,,"FORWARD",,"FORWARD","Graduate Student",0,"Gimnazija Cetinje","HERCEG NOVI, MONTENEGRO",,"MONTENEGRO","Cochise College / Tarleton State"
"Seattle",1356,"2025-26","7","Lucija Milkovic","Center",,"Junior","Sibenik","Croatia","Sibenik Medical School","Missouri","https://goseattleu.com/sports/womens-basketball/roster/player/lucija-milkovic","WA","WAC","I",,,,"CENTER",,"CENTER","Junior",0,"Sibenik Medical School","SIBENIK, CROATIA",,"CROATIA","Missouri"
"Seattle",1356,"2025-26","8","Chloe Emanga","Guard",,"Freshman","Marbach Am Neckar","Germany","Universal School",,"https://goseattleu.com/sports/womens-basketball/roster/player/chloe-emanga","WA","WAC","I",,,,"GUARD",,"GUARD","Freshman",0,"Universal School","MARBACH AM NECKAR, GERMANY",,"GERMANY",
"Seattle",1356,"2025-26","9","Jana Vesic","Guard",,"Freshman","Belgrade","Serbia","Central Pointe Christian Academy",,"https://goseattleu.com/sports/womens-basketball/roster/player/jana-vesic","WA","WAC","I",,,,"GUARD",,"GUARD","Freshman",0,"Central Pointe Christian Academy","BELGRADE, SERBIA",,"SERBIA",
"Southeastern Okla.",1371,"2025-26","10","Connie Hughes","G","5'6""","So.","Merit","Texas","Bland HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/connie-hughes/5823","OK","GAC","II",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Bland HS","MERIT, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","11","Kenzli Warden","G","5'9""","Jr.","Tecumseh","Okla","Tecumseh HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/kenzli-warden/5826","OK","GAC","II",5,9,69,"GUARD",,"GUARD","Junior",0,"Tecumseh HS","TECUMSEH, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","12","Halli Hyatt","G","5'6""","Fr.","Weatherford","Texas",,,"https://gosoutheastern.com/sports/womens-basketball/roster/halli-hyatt/5942","OK","GAC","II",5,6,66,"GUARD",,"GUARD","Freshman",0,,"WEATHERFORD, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","13","Akiera Hawk","F","6'1""","So.","McAlester","Okla","Pittsburg HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/akiera-hawk/5821","OK","GAC","II",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Pittsburg HS","MCALESTER, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","14","Addie McLemore","F","6'0""","R-So.","Durant","Okla","Durant HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/addie-mclemore/5824","OK","GAC","II",6,0,72,"FORWARD",,"FORWARD","Sophomore",1,"Durant HS","DURANT, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","15","Tori Kilburn","F","5'10""","Fr.","McAlester","Okla",,,"https://gosoutheastern.com/sports/womens-basketball/roster/tori-kilburn/5943","OK","GAC","II",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Hartshorne HS","MCALESTER, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","20","Mackenzie Espinosa","F","6'1""","So.","Mount Pleasant","Texas","Chapel Hill HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/mackenzie-espinosa/5820","OK","GAC","II",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Chapel Hill HS","MOUNT PLEASANT, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","21","Chloe Eversole","G","5'9""","Fr.","Anna","Texas",,,"https://gosoutheastern.com/sports/womens-basketball/roster/chloe-eversole/5944","OK","GAC","II",5,9,69,"GUARD",,"GUARD","Freshman",0,,"ANNA, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","22","Eryn Dolan","G","5'9""","Jr.","South Coffeyville","Okla","South Coffeyville HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/eryn-dolan/5819","OK","GAC","II",5,9,69,"GUARD",,"GUARD","Junior",0,"South Coffeyville HS","SOUTH COFFEYVILLE, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","23","Abbie Barr","G","5'7""","Sr.","Decatur","Texas","Decatur HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/abbie-barr/5818","OK","GAC","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Decatur HS","DECATUR, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","24","Brooklyn Surginer","F","5'9""","Fr.","McAlester","Okla",,,"https://gosoutheastern.com/sports/womens-basketball/roster/brooklyn-surginer/5945","OK","GAC","II",5,9,69,"FORWARD",,"FORWARD","Freshman",0,"Crowder HS","MCALESTER, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","25","Gazey Yates","G","5'7""","Fr.","Paradise","Texas",,,"https://gosoutheastern.com/sports/womens-basketball/roster/gazey-yates/5946","OK","GAC","II",5,7,67,"GUARD",,"GUARD","Freshman",0,"Paradise HS","PARADISE, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","3","Stevie Stinchcomb","G","5'5""","Sr.","McAlester","Okla",,,"https://gosoutheastern.com/sports/womens-basketball/roster/stevie-stinchcomb/5825","OK","GAC","II",5,5,65,"GUARD",,"GUARD","Senior",0,,"MCALESTER, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","30","Katie Allen","G","5'7""","Fr.","McAlester","Okla",,,"https://gosoutheastern.com/sports/womens-basketball/roster/katie-allen/5947","OK","GAC","II",5,7,67,"GUARD",,"GUARD","Freshman",0,"Hartshorne HS","MCALESTER, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","32","Breanna Lindert","F","5'9""","Fr.","Washington","Okla",,,"https://gosoutheastern.com/sports/womens-basketball/roster/breanna-lindert/5948","OK","GAC","II",5,9,69,"FORWARD",,"FORWARD","Freshman",0,"Washington HS","WASHINGTON, OKLA","OK","USA",
"Southeastern Okla.",1371,"2025-26","33","Presley Calhoun","F","5'9""","Fr.","Ponder","Texas",,,"https://gosoutheastern.com/sports/womens-basketball/roster/presley-calhoun/5949","OK","GAC","II",5,9,69,"FORWARD",,"FORWARD","Freshman",0,"Ponder HS","PONDER, TEXAS","TX","USA",
"Southeastern Okla.",1371,"2025-26","5","Brenna Howard","G","5'7""","So.","Whitesboro","Texas","S&S Consolidated HS",,"https://gosoutheastern.com/sports/womens-basketball/roster/brenna-howard/5822","OK","GAC","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"S&S Consolidated HS","WHITESBORO, TEXAS","TX","USA",
"Southern Ark.",1376,"2025-26","0","Bella Frisby","G","5'8""","R-Fr.","El Dorado","Ark","Parkers Chapel HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/bella-frisby/7429","AR","GAC","II",5,8,68,"GUARD",,"GUARD","Freshman",1,"Parkers Chapel HS","EL DORADO, ARK","AR","USA",
"Southern Ark.",1376,"2025-26","1","Hope Bump","G","5'9""","Fr.","Sand Springs","Oklahoma","Charles Page HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/hope-bump/7430","AR","GAC","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"Charles Page HS","SAND SPRINGS, OK","OK","USA",
"Southern Ark.",1376,"2025-26","10","Blythe Crawley","G","5'9""","Fr.","Oklahoma City","Oklahoma","Norman HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/blythe-crawley/7433","AR","GAC","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"Norman HS","OKLAHOMA CITY, OK","OK","USA",
"Southern Ark.",1376,"2025-26","12","Ainsley Hall","F","6'1""","Fr.","Amarillo","Texas","West Plains HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/ainsley-hall/7434","AR","GAC","II",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"West Plains HS","AMARILLO, TX","TX","USA",
"Southern Ark.",1376,"2025-26","14","Teresa Dorado","G","5'10""","Fr.","Dos Hermanas","Spain","San Alberto Mango HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/teresa-dorado/7435","AR","GAC","II",5,10,70,"GUARD",,"GUARD","Freshman",0,"San Alberto Mango HS","DOS HERMANAS, SPAIN",,"SPAIN",
"Southern Ark.",1376,"2025-26","20","Kennedy Moss","F","6'2""","Fr.","Trophy Club","Texas","Byron Nelson HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/kennedy-moss/7436","AR","GAC","II",6,2,74,"FORWARD",,"FORWARD","Freshman",0,"Byron Nelson HS","TROPHY CLUB, TX","TX","USA",
"Southern Ark.",1376,"2025-26","21","Kathryn Stiffler","F","6'0""","Fr.","Bismark","Arkansas","Bismark HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/kathryn-stiffler/7437","AR","GAC","II",6,0,72,"FORWARD",,"FORWARD","Freshman",0,"Bismark HS","BISMARK, AR","AR","USA",
"Southern Ark.",1376,"2025-26","22","Marlee Bright","G","5'5""","Sr.","Glenwood","Ark","Centerpoint HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/marlee-bright/7438","AR","GAC","II",5,5,65,"GUARD",,"GUARD","Senior",0,,"GLENWOOD, ARK","AR","USA",
"Southern Ark.",1376,"2025-26","24","Kadia Ward","G","5'9""","Jr.","Duncanville","Texas",,,"https://muleriderathletics.com/sports/womens-basketball/roster/kadia-ward/7439","AR","GAC","II",5,9,69,"GUARD",,"GUARD","Junior",0,,"DUNCANVILLE, TX","TX","USA",
"Southern Ark.",1376,"2025-26","25","Elena Lijo-Rodriguez","F","6'5""","Sr.","A Coruna","Spain",,,"https://muleriderathletics.com/sports/womens-basketball/roster/elena-lijo-rodriguez/7440","AR","GAC","II",6,5,77,"FORWARD",,"FORWARD","Senior",0,,"A CORUNA, SPAIN",,"SPAIN",
"Southern Ark.",1376,"2025-26","3","Shiloh Fletcher","G","5'5""","Jr.","Howe","Okla",,,"https://muleriderathletics.com/sports/womens-basketball/roster/shiloh-fletcher/7431","AR","GAC","II",5,5,65,"GUARD",,"GUARD","Junior",0,,"HOWE, OKLA","OK","USA",
"Southern Ark.",1376,"2025-26","30","Johnna Brockman","F","6'1""","So.","Morrilton","Ark","Morrilton HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/johnna-brockman/7441","AR","GAC","II",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Morrilton HS","MORRILTON, ARK","AR","USA",
"Southern Ark.",1376,"2025-26","33","Krista Rivers","F","5'10""","Fr.","El Dorado","Arkansas","Parkers Chapel HS",,"https://muleriderathletics.com/sports/womens-basketball/roster/krista-rivers/7442","AR","GAC","II",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Parkers Chapel HS","EL DORADO, AR","AR","USA",
"Southern Ark.",1376,"2025-26","5","Yagmur","G/F","5'11""","So.","Mersin","Turkey",,,"https://muleriderathletics.com/sports/womens-basketball/roster/yagmur-rain-canguven/7432","AR","GAC","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,,"MERSIN, TURKEY",,"TURKEY",
"Sul Ross St.",1390,"2025-26","0","Leslie Mojica","G","5'8""","Jr.","El Paso","Texas","Andress HS","Hawaii Pacific","https://srlobos.com/sports/womens-basketball/roster/leslie-mojica/5324","TX","ASC","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Andress HS","EL PASO, TEXAS","TX","USA","Hawaii Pacific"
"Sul Ross St.",1390,"2025-26","1","Kyra Taylor","G","5'9""","So.","Wichita Falls","Texas","City View HS",,"https://srlobos.com/sports/womens-basketball/roster/kyra-taylor/5321","TX","ASC","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"City View HS","WICHITA FALLS, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","11","Victoria Aguayo","G","5'7""","Sr.","El Paso","Texas","Pebble Hills HS",,"https://srlobos.com/sports/womens-basketball/roster/victoria-aguayo/5318","TX","ASC","III",5,7,67,"GUARD",,"GUARD","Senior",0,"Pebble Hills HS","EL PASO, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","12","Itzel Caro","G","5'7""","Fr.","El Paso","Texas","Eastwood HS",,"https://srlobos.com/sports/womens-basketball/roster/itzel-caro/5328","TX","ASC","III",5,7,67,"GUARD",,"GUARD","Freshman",0,"Eastwood HS","EL PASO, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","14","Maddie Rhea","F","5'11""","So.","Missouri City","Texas","Fort Bend Elkins HS",,"https://srlobos.com/sports/womens-basketball/roster/maddie-rhea/5438","TX","ASC","III",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Fort Bend Elkins HS","MISSOURI CITY, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","15","Breanna Morrison","F","5'11""","Fr.","Dallas","Texas","Lancaster HS",,"https://srlobos.com/sports/womens-basketball/roster/breanna-morrison/5323","TX","ASC","III",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Lancaster HS","DALLAS, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","20","Ariana Escalante","G/F","5'9""","Sr.","El Paso","Texas","Ysleta HS","Seward County CC","https://srlobos.com/sports/womens-basketball/roster/ariana-escalante/5320","TX","ASC","III",5,9,69,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Ysleta HS","EL PASO, TEXAS","TX","USA","Seward County CC"
"Sul Ross St.",1390,"2025-26","21","Daisy Fernandez","F","5'10""","Fr.","El Paso","Texas","Hanks HS",,"https://srlobos.com/sports/womens-basketball/roster/daisy-fernandez/5326","TX","ASC","III",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Hanks HS","EL PASO, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","23","Sophiya Bustillos","G","5'8""","So.","El Paso","Texas","Riverside HS",,"https://srlobos.com/sports/womens-basketball/roster/sophiya-bustillos/5319","TX","ASC","III",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Riverside HS","EL PASO, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","24","Makayla Harris","G","5'9""","Fr.","Mansfield","Texas","Mansfield Summit HS",,"https://srlobos.com/sports/womens-basketball/roster/makayla-harris/5325","TX","ASC","III",5,9,69,"GUARD",,"GUARD","Freshman",0,"Mansfield Summit HS","MANSFIELD, TEXAS","TX","USA",
"Sul Ross St.",1390,"2025-26","32","Emma Schumacher","F","5'11""","Fr.","Kerrville","Texas","Tivy HS",,"https://srlobos.com/sports/womens-basketball/roster/emma-schumacher/5322","TX","ASC","III",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Tivy HS","KERRVILLE, TEXAS","TX","USA",
"Tarleton St.",1395,"2025-26","1","Mar'Cyah Willis","G","5'7""","So.","Waco","Texas","La Vega HS",,"https://tarletonsports.com/sports/womens-basketball/roster/mar-cyah-willis/11919","TX","WAC","I",5,7,67,"GUARD",,"GUARD","Sophomore",0,"La Vega HS","WACO, TX","TX","USA",
"Tarleton St.",1395,"2025-26","11","Jakoriah Long","G","5'7""","Sr.","Waco","Texas","Midway HS","Blinn College","https://tarletonsports.com/sports/womens-basketball/roster/jakoriah-long/11918","TX","WAC","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Midway HS","WACO, TX","TX","USA","Blinn College"
"Tarleton St.",1395,"2025-26","13","Gia Adams","G","5'7""","Sr.","Cypress","Texas","Jersey Village HS","Tennessee State/UT Arlington/North Texas","https://tarletonsports.com/sports/womens-basketball/roster/gia-adams/11924","TX","WAC","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Jersey Village HS","CYPRESS, TX","TX","USA","Tennessee State/UT Arlington/North Texas"
"Tarleton St.",1395,"2025-26","15","Alexis Rynders","G","5'11""","Fr.","Glen Rose","Texas","Glen Rose HS",,"https://tarletonsports.com/sports/womens-basketball/roster/alexis-rynders/11925","TX","WAC","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Glen Rose HS","GLEN ROSE, TX","TX","USA",
"Tarleton St.",1395,"2025-26","2","Kyriana Jones","G/F","5'10""","Sr.","Little Rock","Arkansas","North Little Rock HS","Mississippi Valley State/Dodge City CC","https://tarletonsports.com/sports/womens-basketball/roster/kyriana-jones/11917","TX","WAC","I",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"North Little Rock HS","LITTLE ROCK, AR","AR","USA","Mississippi Valley State/Dodge City CC"
"Tarleton St.",1395,"2025-26","23","Shadasia Brackens","F","5'11""","Jr.","Fairfield","Texas","Fairfield HS","North Texas","https://tarletonsports.com/sports/womens-basketball/roster/shadasia-brackens/11926","TX","WAC","I",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Fairfield HS","FAIRFIELD, TX","TX","USA","North Texas"
"Tarleton St.",1395,"2025-26","24","Jaylynn Perez-Richard","G","5'11""","Fr.","Houston","Texas","Pearland Dawson HS",,"https://tarletonsports.com/sports/womens-basketball/roster/jaylynn-perez-richard/11927","TX","WAC","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Pearland Dawson HS","HOUSTON, TX","TX","USA",
"Tarleton St.",1395,"2025-26","27","Elodie Lutbert","C","6'6""","Fr.","Sainte-Luce","Martinique","ESB Villeneuve-d'Ascq",,"https://tarletonsports.com/sports/womens-basketball/roster/elodie-lutbert/12257","TX","WAC","I",6,6,78,"CENTER",,"CENTER","Freshman",0,"ESB Villeneuve-d'Ascq","SAINTE LUCE, MARTINIQUE",,"MARTINIQUE",
"Tarleton St.",1395,"2025-26","30","Caroline Lyles","G","6'0""","Jr.","Argyle","Texas","Argyle HS","Tulsa/Akron","https://tarletonsports.com/sports/womens-basketball/roster/caroline-lyles/11929","TX","WAC","I",6,0,72,"GUARD",,"GUARD","Junior",0,"Argyle HS","ARGYLE, TEXAS","TX","USA","Tulsa/Akron"
"Tarleton St.",1395,"2025-26","32","Allie Myers","F","6'1""","Jr.","Carlsbad","New Mexico","Carlsbad HS","Seward County CC","https://tarletonsports.com/sports/womens-basketball/roster/allie-myers/11928","TX","WAC","I",6,1,73,"FORWARD",,"FORWARD","Junior",0,"Carlsbad HS","CARLSBAD, NM","NM","USA","Seward County CC"
"Tarleton St.",1395,"2025-26","4","Nyah Buntun","G","5'4""","Fr.","Stockton","California","Saint Mary's HS",,"https://tarletonsports.com/sports/womens-basketball/roster/nyah-buntun/11920","TX","WAC","I",5,4,64,"GUARD",,"GUARD","Freshman",0,"Saint Mary's HS","STOCKTON, CA","CA","USA",
"Tarleton St.",1395,"2025-26","5","Tessa Engelman","F","6'3""","Jr.","Calgary","Alberta, Canada","DME Academy [Fla.]","Mount St. Mary's","https://tarletonsports.com/sports/womens-basketball/roster/tessa-engelman/11921","TX","WAC","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"DME Academy [Fla.]","CALGARY, ALBERTA, CANADA",,"CANADA","Mount St. Mary's"
"Tarleton St.",1395,"2025-26","6","Luka Malinka","G","5'8""","Sr.","Rungsted","Denmark","Rungsted Gymnasium","Winthrop/Northern Colorado/Roosevelt","https://tarletonsports.com/sports/womens-basketball/roster/luka-malinka/11930","TX","WAC","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Rungsted Gymnasium","RUNGSTED, DENMARK",,"DENMARK","Winthrop/Northern Colorado/Roosevelt"
"Tarleton St.",1395,"2025-26","7","Jailynn Brill","F/C","6'3""","Jr.","Lincoln","Nebraska","Lincoln HS","Western Kentucky/Chipola","https://tarletonsports.com/sports/womens-basketball/roster/jailynn-brill/11922","TX","WAC","I",6,3,75,"FORWARD","CENTER","FORWARD/CENTER","Junior",0,"Lincoln HS","LINCOLN, NE","NE","USA","Western Kentucky/Chipola"
"Tarleton St.",1395,"2025-26","8","Kristian Hieskill","G","5'11""","Fr.","Cibolo","Texas","Byron P. Steele HS",,"https://tarletonsports.com/sports/womens-basketball/roster/kristian-hieskill/11923","TX","WAC","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Byron P. Steele HS","CIBOLO, TX","TX","USA",
"Texas Lutheran",1400,"2025-26","1","Jaidyn Treviño","G","5'6""","Jr.","Austin","Texas","Akins",,"https://tlubulldogs.com/sports/womens-basketball/roster/jaidyn-trevi-o/7958","TX","SCAC","III",5,6,66,"GUARD",,"GUARD","Junior",0,"Akins","AUSTIN, TEXAS","TX","USA",
"Texas Lutheran",1400,"2025-26","10","Hannah Gallegos","G","5'3""","R-Sr.","San Antonio","Texas","Harlan",,"https://tlubulldogs.com/sports/womens-basketball/roster/hannah-gallegos/7500","TX","SCAC","III",5,3,63,"GUARD",,"GUARD","Senior",1,"Harlan","SAN ANTONIO, TEXAS","TX","USA",
